175,42250,-3497,4101,356,21776,-28754,6929,176,-204,-31,22957,-28205,5187
176,42500,-3641,3933,650,23328,-27995,4638,181,-194,-44,24398,-27313,2865
177,42750,-3765,3742,943,24736,-27064,2319,186,-183,-57,25689,-26253,525
178,43000,-3868,3529,1235,25992,-25967,-14,190,-170,-70,26821,-25031,-1818
179,43250,-3951,3296,1522,27088,-24709,-2347,193,-157,-82,27788,-23654,-4150
180,43500,-4011,3044,1804,28016,-23299,-4666,194,-143,-94,28584,-22132,-6456
181,43750,-4050,2774,2078,28772,-21745,-6956,195,-128,-106,29203,-20473,-8723
182,44000,-4066,2488,2343,29351,-20057,-9203,195,-112,-117,29643,-18688,-10936
183,44250,-4060,2188,2596,29749,-18246,-11393,193,-95,-128,29899,-16788,-13081
184,44500,-4031,1876,2837,29963,-16321,-13513,190,-79,-138,29971,-14784,-15146
185,44750,-3979,1553,3064,29992,-14297,-15550,187,-61,-147,29859,-12690,-17117
186,45000,-3906,1221,3276,29837,-12184,-17491,182,-43,-156,29562,-10516,-18983
187,45250,-3811,884,3470,29498,-9996,-19324,176,-26,-164,29083,-8279,-20732
188,45500,-3694,542,3646,28977,-7746,-21038,170,-8,-171,28425,-5990,-22353
189,45750,-3558,197,3802,28277,-5449,-22622,162,10,-176,27592,-3664,-23836
190,46000,-3401,-147,3939,27403,-3118,-24066,153,28,-181,26588,-1315,-25172
191,46250,-3226,-490,4053,26360,-768,-25363,144,46,-185,25421,1041,-26353
192,46500,-3033,-829,4146,25154,1587,-26502,134,63,-188,24097,3391,-27372
193,46750,-2824,-1161,4217,23793,3932,-27479,123,80,-190,22624,5721,-28222
194,47000,-2599,-1486,4264,22286,6253,-28286,111,97,-191,21012,8015,-28898
195,47250,-2361,-1800,4287,20642,8536,-28919,99,112,-191,19270,10259,-29395
196,47500,-2110,-2103,4287,18870,10766,-29373,87,127,-190,17410,12440,-29712
197,47750,-1848,-2391,4264,16981,12929,-29646,74,141,-188,15442,14545,-29845
198,48000,-1577,-2664,4216,14988,15013,-29737,60,155,-184,13379,16560,-29794
199,48250,-1298,-2919,4146,12903,17004,-29644,46,167,-180,11233,18473,-29560
200,48500,-1014,-3156,4052,10738,18890,-29368,33,178,-175,9018,20272,-29143
201,48750,-725,-3373,3936,8507,20660,-28911,19,188,-168,6748,21945,-28547
202,49000,-433,-3567,3798,6224,22303,-28276,5,197,-161,4436,23484,-27775
203,49250,-141,-3739,3640,3902,23808,-27467,-9,204,-153,2097,24878,-26831
204,49500,151,-3888,3461,1556,25166,-26488,-23,210,-144,-256,26118,-25722
205,49750,439,-4011,3263,-799,26369,-25346,-37,215,-134,-2606,27198,-24455
206,50000,723,-4109,3048,-3150,27410,-24048,-50,219,-124,-4941,28109,-23036
207,50250,1001,-4181,2816,-5481,28281,-22601,-63,221,-113,-7245,28848,-21476
208,50500,1270,-4226,2569,-7778,28979,-21016,-75,222,-101,-9505,29408,-19783
209,50750,1531,-4244,2309,-10028,29497,-19300,-87,221,-89,-11706,29788,-17968
210,51000,1779,-4236,2036,-12215,29834,-17466,-99,219,-76,-13834,29983,-16043
211,51250,2016,-4201,1753,-14327,29987,-15524,-109,216,-63,-15878,29994,-14019
212,51500,2238,-4139,1462,-16351,29954,-13486,-119,211,-50,-17823,29820,-11908
213,51750,2444,-4051,1164,-18274,29738,-11365,-128,205,-36,-19659,29462,-9724
214,52000,2634,-3937,860,-20085,29338,-9174,-136,197,-23,-21373,28922,-7479
215,52250,2806,-3799,553,-21771,28757,-6926,-143,189,-9,-22956,28204,-5189
216,52500,2959,-3636,245,-23323,27998,-4636,-149,179,5,-24397,27312,-2867
217,52750,3093,-3450,-62,-24732,27067,-2317,-155,168,19,-25688,26252,-527
218,53000,3205,-3243,-368,-25988,25970,17,-159,156,32,-26820,25029,1816
219,53250,3296,-3015,-669,-27083,24712,2350,-162,143,45,-27787,23653,4148
220,53500,3366,-2767,-964,-28012,23302,4668,-164,129,58,-28583,22131,6455
221,53750,3413,-2502,-1251,-28768,21748,6958,-165,114,70,-29202,20472,8721
222,54000,3438,-2221,-1528,-29347,20060,9205,-165,98,82,-29642,18687,10934
223,54250,3440,-1926,-1795,-29745,18248,11396,-164,82,93,-29898,16787,13079
224,54500,3419,-1618,-2048,-29959,16324,13516,-162,65,104,-29970,14783,15144
225,54750,3376,-1300,-2287,-29988,14299,15552,-158,48,114,-29858,12688,17116
226,55000,3310,-973,-2511,-29833,12186,17493,-154,31,123,-29561,10515,18981
227,55250,3223,-640,-2717,-29494,9998,19326,-149,13,131,-29083,8277,20730
228,55500,3115,-302,-2905,-28973,7749,21040,-142,-5,138,-28424,5988,22351
229,55750,2986,38,-3073,-28273,5451,22624,-135,-22,145,-27591,3663,23835
230,56000,2837,378,-3220,-27399,3120,24068,-127,-40,150,-26588,1314,25171
231,56250,2670,717,-3346,-26356,770,25365,-118,-58,155,-25420,-1042,26352
232,56500,2484,1052,-3450,-25151,-1585,26504,-108,-75,158,-24096,-3393,27370
233,56750,2282,1380,-3531,-23790,-3930,27481,-98,-91,160,-22623,-5722,28220
234,57000,2065,1701,-3589,-22283,-6251,28288,-86,-108,162,-21011,-8016,28896
235,57250,1834,2012,-3623,-20638,-8534,28920,-75,-123,162,-19269,-10260,29394
236,57500,1590,2310,-3633,-18866,-10764,29375,-62,-138,161,-17409,-12441,29710
237,57750,1335,2595,-3620,-16978,-12927,29648,-50,-152,160,-15441,-14546,29844
238,58000,1071,2864,-3582,-14985,-15011,29738,-36,-165,157,-13378,-16561,29793
239,58250,799,3116,-3522,-12900,-17002,29645,-23,-177,153,-11232,-18474,29559
240,58500,521,3350,-3438,-10735,-18889,29370,-9,-188,148,-9018,-20273,29142
241,58750,239,3563,-3331,-8504,-20658,28913,4,-198,142,-6747,-21946,28546
242,59000,-46,3754,-3203,-6221,-22301,28278,18,-206,135,-4435,-23485,27773
243,59250,-332,3923,-3053,-3899,-23806,27469,32,-214,127,-2096,-24879,26830
244,59500,-617,4068,-2884,-1553,-25164,26490,45,-220,119,256,-26119,25721
245,59750,-899,4188,-2695,802,-26368,25348,58,-224,110,2607,-27199,24453
246,60000,-1177,4283,-2488,3153,-27408,24050,71,-228,100,4942,-28110,23035
