       335,     83500,-14312, 26600,-12273, 23977,-21843, -2132,0
       336,     83750,-16047, 26457,-10395, 24824,-20617, -4205,0
       337,     84000,-17688, 26150, -8447, 25521,-19261, -6256,0
       338,     84250,-19223, 25680, -6443, 26061,-17783, -8274,0
       339,     84500,-20643, 25051, -4395, 26441,-16191,-10246,0
       340,     84750,-21938, 24265, -2314, 26658,-14496,-12158,0
       341,     85000,-23101, 23328,  -215, 26712,-12707,-14000,0
       342,     85250,-24124, 22244,  1891, 26600,-10835,-15759,0
       343,     85500,-24999, 21021,  3990, 26324, -8893,-17425,0
       344,     85750,-25723, 19665,  6068, 25885, -6891,-18987,0
       345,     86000,-26289, 18184,  8114, 25284, -4842,-20435,0
       346,     86250,-26694, 16587, 10114, 24526, -2759,-21760,0
       347,     86500,-26935, 14885, 12057, 23615,  -654,-22953,0
       348,     86750,-27010, 13087, 13929, 22555,  1459,-24007,0
       349,     87000,-26918, 11204, 15719, 21355,  3568,-24915,0
       350,     87250,-26660,  9248, 17415, 20019,  5660,-25671,0
       351,     87500,-26236,  7230, 19008, 18557,  7721,-26269,0
       352,     87750,-25650,  5163, 20487, 16977,  9738,-26707,0
       353,     88000,-24904,  3060, 21843, 15289, 11700,-26981,0
       354,     88250,-24002,   934, 23066, 13503, 13593,-27089,0
       355,     88500,-22951, -1202, 24150, 11630, 15407,-27029,0
       356,     88750,-21756, -3336, 25087,  9681, 17129,-26802,0
       357,     89000,-20423, -5453, 25871,  7668, 18748,-26409,0
       358,     89250,-18962, -7541, 26497,  5603, 20255,-25852,0
       359,     89500,-17381, -9587, 26960,  3500, 21640,-25134,0
       360,     89750,-15690,-11578, 27258,  1371, 22894,-24260,0
       361,     90000,-13898,-13501, 27388,  -771, 24009,-23233,0
       362,     90250,-12016,-15345, 27350, -2913, 24978,-22061,0
       363,     90500,-10057,-17098, 27142, -5040, 25795,-20751,0
       364,     90750, -8032,-18749, 26767, -7141, 26454,-19309,0
       365,     91000, -5953,-20287, 26226, -9202, 26950,-17745,0
       366,     91250, -3834,-21703, 25521,-11210, 27281,-16069,0
       367,     91500, -1687,-22988, 24658,-13153, 27444,-14290,0
       368,     91750,   475,-24133, 23641,-15018, 27438,-12420,0
       369,     92000,  2638,-25132, 22476,-16794, 27263,-10468,0
       370,     92250,  4789,-25977, 21171,-18470, 26918, -8449,0
       371,     92500,  6914,-26664, 19732,-20035, 26407, -6374,0
       372,     92750,  9000,-27187, 18169,-21479, 25731, -4255,0
       373,     93000, 11035,-27544, 16490,-22793, 24895, -2105,0
       374,     93250, 13005,-27731, 14707,-23969, 23904,    61,0
       375,     93500, 14899,-27747, 12830,-24998, 22763,  2231,0
       376,     93750, 16704,-27593, 10870,-25876, 21480,  4391,0
       377,     94000, 18409,-27267,  8840,-26595, 20061,  6528,0
       378,     94250, 20003,-26773,  6752,-27151, 18516,  8628,0
       379,     94500, 21477,-26112,  4618,-27540, 16853, 10679,0
       380,     94750, 22821,-25290,  2452,-27760, 15084, 12668,0
       381,     95000, 24026,-24310,   267,-27809, 13218, 14583,0
       382,     95250, 25085,-23178, -1923,-27687, 11267, 16410,0
       383,     95500, 25992,-21901, -4105,-27392,  9243, 18140,0
       384,     95750, 26739,-20486, -6266,-26929,  7158, 19760,0
       385,     96000, 27322,-18943, -8391,-26298,  5026, 21262,0
       386,     96250, 27738,-17281,-10469,-25504,  2859, 22634,0
       387,     96500, 27983,-15509,-12485,-24550,   670, 23870,0
       388,     96750, 28056,-13638,-14427,-23444, -1527, 24960,0
       389,     97000, 27955,-11680,-16283,-22191, -3718, 25897,0
       390,     97250, 27682, -9646,-18042,-20798, -5890, 26677,0
       391,     97500, 27238, -7550,-19693,-19275, -8029, 27293,0
       392,     97750, 26625, -5404,-21224,-17630,-10122, 27741,0
       393,     98000, 25846, -3221,-22627,-15874,-12157, 28019,0
       394,     98250, 24906, -1015,-23893,-14016,-14119, 28124,0
       395,     98500, 23812,  1201,-25013,-12069,-15998, 28056,0
       396,     98750, 22568,  3414,-25980,-10044,-17781, 27815,0
       397,     99000, 21183,  5608,-26788, -7954,-19457, 27401,0
       398,     99250, 19665,  7772,-27433, -5812,-21016, 26818,0
       399,     99500, 18024,  9890,-27908, -3630,-22447, 26068,0
       400,     99750, 16268, 11951,-28213, -1422,-23743, 25155,0
       401,    100000, 14409, 13942,-28343,   798,-24893, 24086,0
       402,    100250, 12459, 15849,-28299,  3017,-25892, 22867,0
       403,    100500, 10428, 17662,-28079,  5221,-26733, 21504,0
       404,    100750,  8330, 19368,-27687,  7396,-27409, 20007,0
       405,    101000,  6178, 20957,-27122,  9528,-27918, 18384,0
       406,    101250,  3984, 22419,-26389, 11606,-28255, 16644,0
       407,    101500,  1762, 23744,-25492, 13614,-28418, 14799,0
       408,    101750,  -475, 24926,-24436, 15542,-28406, 12861,0
       409,    102000, -2711, 25955,-23228, 17376,-28218, 10839,0
       410,    102250, -4934, 26825,-21875, 19107,-27857,  8748,0
       411,    102500, -7130, 27531,-20384, 20721,-27322,  6599,0
       412,    102750, -9286, 28067,-18766, 22210,-26618,  4407,0
       413,    103000,-11387, 28432,-17029, 23565,-25749,  2184,0
       414,    103250,-13421, 28621,-15184, 24776,-24719,   -56,0
       415,    103500,-15374, 28634,-13243, 25835,-23535, -2298,0
       416,    103750,-17236, 28470,-11217, 26737,-22204, -4530,0
       417,    104000,-18994, 28130, -9120, 27475,-20735, -6737,0
       418,    104250,-20638, 27615, -6962, 28044,-19135, -8905,0
       419,    104500,-22156, 26930, -4759, 28441,-17414,-11022,0
       420,    104750,-23540, 26077, -2523, 28663,-15584,-13073,0
       421,    105000,-24780, 25062,  -269, 28708,-13655,-15047,0
       422,    105250,-25869, 23891,  1991, 28576,-11639,-16931,0
       423,    105500,-26800, 22571,  4241, 28267, -9548,-18713,0
       424,    105750,-27567, 21109,  6468, 27784, -7395,-20381,0
       425,    106000,-28164, 19516,  8658, 27128, -5194,-21926,0
       426,    106250,-28589, 17799, 10798, 26304, -2958,-23338,0
